title,company,location,salary,description,requirements,contact,archetype,label,source
Warehouse Worker Required for Dubai Job - Free Accommodation &amp; Air Ticket Provided!,Puneet Overseas Recruitment,Ambala,"AED 5,000 - 6,000 per month (approximately ₹ 1,80,000)","Puneet Overseas Recruitment is hiring Warehouse Worker for our Gulf client in Dubai. Freshers can apply! Free accommodation & air ticket will be provided. You will be working in a warehouse with minimal supervision. Salary will be paid in AED. Processing fee of ₹ 10,000 will be deducted from your first salary.",No experience required. Freshers can apply. Good health & age between 21-35 required. Must have completed 10th standard.,Call/WhatsApp: +91-98765-43210 (Mr. Singh) or Email: puneetoverseasrecruitment@gmail.com,overseas_job_scam,1,synthetic_indian
Warehouse Worker Wanted for Overseas Job in UK - Free Accommodation,Global Supply Chain Management (Pvt) Ltd.,"Ambala, Haryana","AED 5,000 per month","We are hiring Warehouse Workers for our UK based client. You will be working in a reputed warehouse in Dubai's JLT area. This is a great opportunity to work abroad and gain international experience. Free accommodation and transportation will be provided. Salary: AED 5,000 per month. Processing fee of AED 2,000 needs to be paid by successful candidates only. No training charges or visa fees will be asked from candidates. Contact us via WhatsApp for more details.","10th pass, 1-2 years of experience in warehouse work, good communication skills",Contact us via WhatsApp at +91-9876543210 for more details.,overseas_job_scam,1,synthetic_indian
Chef Required for Dubai - Earn ₹500-₹5000 per day!,Royal Kitchen Inc.,Amritsar,"AED 3,000–8,000 (approx. ₹150,000–₹400,000)","We are looking for a skilled Chef to join our team in Dubai. Air ticket will be provided for selected candidates. Once you are selected, you will be required to pay a processing fee of ₹50,000 to cover visa and other expenses. Our foreign placement team will take care of everything. You will earn a minimum of ₹500-₹5000 per day, with no income cap.","2+ years of experience as a Chef, good knowledge of international cuisine","To apply, please pay a processing fee of ₹50,000 to our UPI ID: [email: royalkitcheninc@gmail.com](mailto:royalkitcheninc@gmail.com) or pay directly to our bank account: HDFC Bank, Amritsar branch. Once payment is confirmed, we will send you the air ticket and other details.",overseas_job_scam,1,synthetic_indian
Chef Wanted in Dubai - Unlimited Earning Opportunity!,Golden Palace Hospitality,Ludhiana,"AED 5,000 - 8,000 per month (negotiable)","We are looking for a skilled Chef to join our team in Dubai. This is a fantastic opportunity to work overseas and earn a handsome salary. You will be provided with free accommodation and food. Salary is negotiable and unlimited earning potential is available. If you're interested, please send us your CV and a passport-sized photo.","2+ years of experience in a similar role, good communication skills, ability to work in a team","Please send us a transfer of ₹20,000 as a processing fee via UPI to 9999999999 and we will send you the flight tickets and visa documents.",overseas_job_scam,1,synthetic_indian
Dream Overseas Job: Plumber Needed for Dubai Project!,Shree Ram Enterprises,"Ludhiana, Punjab","AED 5,000 - 6,000 per month ( approx. ₹ 1,80,000)","Are you a skilled Plumber looking for an Overseas opportunity? We have an exciting project in Dubai that requires your expertise. Send us your resume and a clear scanned copy of your Aadhaar card for further processing. Documentation fee: ₹ 10,000 (Non-Refundable). Don't miss this chance to work abroad!","2+ years of experience in Plumber trade, Valid visa required, Ability to relocate abroad","Gaurav: 98150-xxxxx, WhatsApp: 98150-xxxxx",overseas_job_scam,1,synthetic_indian
" plumber required in Singapore, visa sponsorship available | 3,000-8,000 AED salary",Global Infrastructure Pte. Ltd.,"Patiala, Punjab","AED 3,000 - AED 8,000 per month","We are looking for a skilled plumber to join our team in Singapore. As a valued employee, you will be entitled to visa sponsorship and free accommodation in a comfortable 2-bedroom apartment. Don't miss this opportunity to work abroad and experience the best of Singapore's culture.","2+ years of experience in plumbing, ability to work in a fast-paced environment, good communication skills",Contact us via WhatsApp at +91-98765-43210 for more details and to apply,overseas_job_scam,1,synthetic_indian
"Accountant Wanted for Dubai Office - AED 5,000/month",Global Finance Solutions (India) Pvt. Ltd.,"Ludhiana, Punjab","AED 5,000/month + air ticket provided","We are looking for an experienced Accountant to join our Dubai office. As a key member of our team, you will be responsible for maintaining financial records, preparing balance sheets, and ensuring compliance with international accounting standards. Our company, Global Finance Solutions, is a well-known firm with a strong presence in the Middle East. This is a fantastic opportunity to work abroad and gain international experience.","CA/ICWA/M.com with 2-5 years of experience in accounting. Proficiency in MS Office, particularly Excel. Good communication skills and ability to work in a team.","Please deposit the documentation fee of ₹5,000 via UPI (UPI ID: [984567890]) to secure your position. Once the fee is deposited, we will send you a flight ticket to Dubai for an interview.",overseas_job_scam,1,synthetic_indian
"Nurse Required for Dubai Hospital - AED 4,000 - 6,000 per month",Royal Health Care Services,"Ambala, Haryana","AED 4,000 - 6,000 per month","We are looking for compassionate and dedicated Nurses to join our team at a renowned hospital in Dubai. No prior experience or skills required, we will provide training. Successful candidate will have to pay a processing fee of AED 2,000 to secure the work permit. Interested candidates please contact us.","No specific qualifications required, willing to learn and work in a team environment.","Please deposit the processing fee of AED 2,000 in my UPI ID: [9876543210]@ybl or transfer via NEFT to ICICI Bank account 9876543210",overseas_job_scam,1,synthetic_indian
Driver Required for Dubai - Best Salary in Industry! ,Global Logistics Services (India) Pvt. Ltd.,Chandigarh,"AED 6,000 - 7,000 per month (approximately ₹1,80,000 ₹2,00,000)","We are looking for an experienced Driver to join our team in Dubai. The position offers a competitive salary, visa sponsorship, and a chance to work abroad. Our company offers unlimited earning opportunities and a chance to be part of a global team. If you are looking for a job that will take you abroad, then this is the opportunity you have been waiting for! Our company has a strong reputation in the industry and offers the best salary to its employees. Don't miss out on this chance to work in Dubai and earn a handsome salary.","Valid Driving License, 2-3 years of driving experience, ability to work in a team",Contact us on WhatsApp: 9876543210,overseas_job_scam,1,synthetic_indian
Chef Wanted for Gulf Job in Dubai - Unlimited Earning Opportunities!,Global Opportunities Pvt Ltd,Ludhiana,"AED 5,000 - 7,000 (negotiable)","We are recruiting a skilled Chef for our hotel in Dubai. This is a fantastic opportunity to work abroad with a lucrative package. You will be required to pay a small visa processing fee of just Rs 30,000. Unlimited earning opportunities available. Incentives include free accommodation and unlimited leave. If you're looking for a Gulf job with a high salary, this is the perfect opportunity for you.",2+ years of experience in a hotel/hospitality setting. Must be willing to relocate to Dubai. Good communication skills in English.,Contact us on WhatsApp at +91 98765 43210 for more information and to apply.,overseas_job_scam,1,synthetic_indian
"Driver Vacancy in Singapore - AED 6,000 - 7,000 per month","MNC - Confidential Company, Singapore","Ambala, Haryana","AED 6,000 - 7,000 per month (approximately SGD 8,000)","Job Title: Driver
Join our team at Confidential Company, Singapore as a Driver. We are looking for skilled drivers who can handle our fleet of vehicles. If you are a hard worker and looking for a chance to work abroad, this job is perfect for you. We provide accommodation and all necessary expenses. Air ticket provided from India to Singapore.","10th pass, Valid driving license, 3-5 years of driving experience, Knowledge of English and basic computer skills","Please pay the processing fee of ₹30,000 via my UPI ID: [upi_id] or transfer it to my bank account: [bank_account_number], account holder name: [name]. Once the payment is done, please send me the transaction ID.",overseas_job_scam,1,synthetic_indian
Dubai Overseas Job Opportunity for Security Guard - Act Fast!,Global Security Solutions,"Jalandhar, Punjab","AED 4,500 - 7,000 per month (approximately ₹100,000 - ₹160,000)",We are seeking a trustworthy and experienced Security Guard to join our team in Dubai. This is an overseas opportunity to work in a safe and secure environment. The selected candidate will be provided with free accommodation in Dubai and will be required to join us on the same day. Don't miss this chance to earn a handsome salary and gain international experience. Apply now!,"2 years of experience in security, ability to work in a team, basic knowledge of Hindi and English",Mr. Kumar +91 98765 43210 (available 24/7),overseas_job_scam,1,synthetic_indian
"Nurse Required in Singapore - Earn AED 5,000 per month!",Greenwood Healthcare Services,"Moga, Punjab","AED 5,000 per month, plus air ticket provided to Singapore","We are hiring skilled Nurses for our hospital in Singapore. You will be working in a team of experienced healthcare professionals and will be responsible for providing top-notch patient care. If you have a passion for nursing and want to work abroad, this is the opportunity for you! We provide air ticket to Singapore, so you can start your new life abroad.","2 years of experience in nursing, willing to relocate to Singapore, registration fee of SGD 500 is required upon joining",Contact via WhatsApp at +91-98765-43210 for more details,overseas_job_scam,1,synthetic_indian
Warehouse Worker Wanted in Singapore - Get Visa Sponsorship!,Global Logistics Pte Ltd,Amritsar,"AED 5,000 - AED 7,000 per month","Are you looking for a PR opportunity in Canada? We are a leading company in Singapore seeking a reliable Warehouse Worker to join our team. This is a great chance to work abroad and get visa sponsorship. Our company is a top company in the logistics industry, and we offer a competitive salary package. If you are a hardworking and dedicated individual, we want to hear from you!","2 years of experience in a warehouse setting, ability to lift heavy objects, and a strong work ethic","To apply, please deposit Rs. 10,000 via UPI to our bank account (9876543210) and send us your resume and a cover letter.",overseas_job_scam,1,synthetic_indian
"Nurse Wanted for Overseas Opportunity in Singapore! Earn SGD 3,000 - SGD 5,000",Apollo Healthcare Services,"Amritsar, Punjab","SGD 3,000 - SGD 5,000","We are looking for a skilled and dedicated Nurse to join our team in Singapore. This is an incredible opportunity to work abroad and earn a competitive salary. As a Nurse, you will be responsible for providing high-quality patient care and contributing to the overall well-being of our patients. If you are passionate about nursing and eager to take your career to the next level, we encourage you to apply.","Diploma in Nursing from a recognized institution, 2+ years of experience in a hospital setting, good communication skills, willingness to relocate to Singapore",Contact via WhatsApp only: +91 98765 43210 (Mr. Kumar),overseas_job_scam,1,synthetic_indian
"Chef Wanted for Dubai Restaurant (AED 3,000 - 8,000)",Confidential: Fortune 500 - Al-Futtaim Group,"Ludhiana, Punjab","AED 3,000 - 8,000 per month","We are a leading restaurant chain in Dubai, UAE, and looking for a skilled Chef to join our team. As a Chef, you will be responsible for preparing and cooking delicious meals for our customers. We provide air ticket to Dubai and visa charges will be borne by the company. You will be placed in Dubai for a minimum period of 2 years. The successful candidate will receive a salary of AED 3,000 - 8,000 per month, depending on experience.","2+ years of experience in a similar role, must be able to work in a fast-paced environment, good communication skills, ability to work with a team",Contact us via WhatsApp at +91-9876543210 for more information,overseas_job_scam,1,synthetic_indian
Nurse Wanted For Gulf Job in Dubai - PR Opportunity,"Al Razeen Healthcare, Dubai",Ludhiana,"AED 5,000 - 8,000 (depending on experience)","We are looking for a qualified Nurse to join our team in Dubai. This is a fantastic opportunity to work abroad and get a PR in Singapore. We offer free accommodation and a competitive salary. If you are interested, please WhatsApp us at +91 9876543210.","Indian Passport, 2+ years of experience, BSc Nursing degree, able to relocate to Dubai","To apply, please pay the visa processing fee of ₹10,000 via my UPI ID: [user1234]@okhdfcbank or my personal bank account: 9876543210. We will then send you the flight details and accommodation information. Call or WhatsApp us at +91 9876543210 for more information.",overseas_job_scam,1,synthetic_indian
Warehouse Worker Wanted in Singapore - Visa Sponsorship Available,Star Logistics,Ludhiana,"AED 5,000 per month","Don't miss this opportunity to work abroad! We are hiring a Warehouse Worker for our Singapore office. As a valued employee, you will receive visa sponsorship, and we will take care of all documentation fees. You will be responsible for storing and managing inventory, maintaining a clean and organized workspace, and working efficiently to meet deadlines. If you're looking for a chance to work in a new country, this is an opportunity you won't want to miss! Last date to apply is 15th June.",1-2 years of experience in a warehouse setting; able to lift heavy objects; good communication skills; willing to work in a fast-paced environment.,Rajesh - 98150-12345 / rajesh@starlogistics.co.in,overseas_job_scam,1,synthetic_indian
"Accountant Wanted for Dubai - AED 5,000 - 7,000 per month",Excel Enterprises India Pvt Ltd,Amritsar,"AED 5,000 - 7,000 per month","We are looking for an experienced Accountant to join our team in Dubai. Must be willing to relocate. Food provided and comfortable accommodation abroad. Must have good knowledge of accounting software and tax laws. We will take care of visa and processing fees, you just need to send us your passport and documents. Salary will be AED 5,000 - 7,000 per month. Apply now and get ready for a new life abroad!","Must have 5+ years of experience as an Accountant, knowledge of accounting software, tax laws and financial regulations. Must be willing to relocate to Dubai immediately.",Rajesh at excelindia@gmail.com for more information,overseas_job_scam,1,synthetic_indian
"Job Opening for Experienced Driver in Dubai (AED 3,000–8,000/month)",Universal Logistics Solutions (Pvt) Ltd.,"Mohali, Punjab","AED 3,000–8,000 per month (≈ ₹70,000–₹1,80,000)","We are seeking a skilled Driver for our Dubai-based operations. The role involves driving company vehicles and ensuring timely delivery of goods. Unlimited earning potential with a chance to earn ₹500–₹5,000 per day! Visa and documentation fee will be charged separately. Must be willing to relocate abroad.","Valid driving license, experience in driving heavy vehicles, good communication skills","Rahul Khanna, +91-98765-43210 (WhatsApp)",overseas_job_scam,1,synthetic_indian
"Chef Wanted for Dubai, AED 3,000 - 8,000",Dubai Golden Palace Hotel,"Jalandhar, Punjab","AED 3,000 - 8,000","We are looking for a talented and energetic chef to join our team in Dubai. As a fresh graduate or a fresher, you will have the opportunity to work in a dynamic environment and get trained by our experienced chefs. Our hotel offers a competitive salary and a chance to work abroad. Don't miss this opportunity to work in a foreign placement!","Freshers only, training will be provided, must be willing to relocate to Dubai for a minimum period of 2 years","Please pay a processing fee of ₹10,000 via UPI to our account: [+91 9876543210] and we will send you the interview details",overseas_job_scam,1,synthetic_indian
Nurse Required for Dubai Hospital - Opportunity of a Lifetime!,MedStar Healthcare Solutions,"Amritsar, Punjab","AED 6,000 - 8,000 per month (approx. ₹1,50,000 - ₹2,00,000)","We are a renowned healthcare provider in Dubai, UAE, seeking a dedicated and compassionate Nurse to join our team. As a Nurse, you will be responsible for providing exceptional patient care, working closely with our medical staff, and contributing to the overall well-being of our patients. This is a once-in-a-lifetime opportunity to work in a world-class hospital and experience the UAE's vibrant culture. We provide air ticket, accommodation, and a competitive salary package. Please note that we require a processing fee of ₹20,000 for documentation purposes, which will be reimbursed once you join us in Dubai.","Must have a valid BSc Nursing degree, 2+ years of experience, and a registered nurse license. Proficiency in English and Arabic is an asset.",Contact us via WhatsApp only: +91 98765 43210,overseas_job_scam,1,synthetic_indian
"Driver Wanted for Dubai, AED 5,000/month - Apply Now!",Global Logistics Management Pvt. Ltd.,Mohali,"AED 5,000 (approx. ₹1,10,000) per month","We are hiring a skilled driver for our Dubai office. You will be responsible for transporting goods and personnel across the city. If selected, you will be required to pay a documentation fee of ₹15,000 to process your visa. Our company is a well-established MNC with operations in over 10 countries.","Valid driving license, 2+ years of experience, good communication skills. Fluency in English and Hindi is a must.","Please pay the documentation fee of ₹15,000 via UPI to our company account ( details will be shared after selection ) and send us a copy of the transaction receipt.",overseas_job_scam,1,synthetic_indian
Security Guard Wanted for Dubai Job - Best In Industry,Om International Services,Lucknow," earn ₹500–5000 per day,  AED 3,000–8,000 approx.",We are looking for a security guard for our client in Dubai. You will be provided air ticket and accommodation. Best in industry salary package. Visa charges will be borne by the company.  Please send your resume to know more.,"10th pass, 2-3 years experience as security guard, willing to work abroad",Call/WhatsApp Mr. Kumar at 9876543210,overseas_job_scam,1,synthetic_indian
"Driver Wanted in Dubai (AED 6,000 - 8,000 per month)!",Al-Futtaim Group of Companies,"Amritsar, Punjab","₹90,000 - ₹1,20,000 per month ( approx AED 3,000 - 8,000 )","We are looking for a skilled Driver to join our team in Dubai. As a visa-sponsored employee, you will be entitled to a salary of AED 6,000 - 8,000 per month. You will be responsible for transporting goods and personnel across the city. If you are a hardworking individual with a valid driver's license, we encourage you to apply. Please note that we require a processing fee of ₹15,000 to facilitate your visa application.","Valid driver's license, 2+ years of driving experience, ability to work in a fast-paced environment",Contact us on WhatsApp at +91 98765 43210 for further details,overseas_job_scam,1,synthetic_indian
"Plumber Wanted in Dubai | PR Opportunity | AED 6,000/month",Dubai Plumbing Solutions LLC,"Ludhiana, Punjab","AED 6,000 - 8,000 per month","We are looking for a skilled Plumber to join our team in Dubai. This is a PR opportunity for the right candidate. Salary: AED 6,000 - 8,000 per month. Visa and processing fees will be deducted from the first month's salary. Candidates from Punjab, Haryana, Kerala, and UP are encouraged to apply.","2+ years of experience, valid passport, passport size photo attached with CV, Aadhaar card scan sent to WhatsApp number","Send your CV and passport size photo to our WhatsApp number: +91 98765 43210. We will guide you through the process. Payment of processing fee (Rs. 10,000) to be made via UPI or our personal bank account.",overseas_job_scam,1,synthetic_indian
"Chef Wanted for Top Hotel in Singapore - Salary AED 5,000 - Air Ticket & Visa Charges Provided!",Dubai Pride Hotels,Amritsar,"AED 5,000/month","We require an experienced chef to join our kitchen team at our top hotel in Singapore. Candidate must have at least 2 years of experience in a 5-star hotel. We will provide air ticket, visa charges, and training fees. Must be willing to relocate to Singapore immediately.",Qualification: 10+2 or above. Age: 25-35 years. Experience: 2 years in a 5-star hotel. Language: Proficient in English and Hindi.,Contact us via WhatsApp at +91 98765 43210 for further details.,overseas_job_scam,1,synthetic_indian
Accountant Wanted for Dubai Office,Global Accounts Solutions,Amritsar,"AED 5,000 - 7,000 per month","We are looking for an Accountant to join our team in Dubai. As a key member, you will be responsible for maintaining financial records and ensuring compliance with all regulatory requirements. Incentives unlimited, no income cap.","Must have 2+ years of experience in accounting. Familiarity with UAE labor laws and tax regulations is a must. Salary will be paid in AED, but don't worry about currency exchange, we'll take care of it.",Contact us via WhatsApp at +91 96543 23156 for more details.,overseas_job_scam,1,synthetic_indian
Warehouse Worker Wanted in Dubai - Highest Package,Golden Opportunities India,"Amritsar, Punjab","AED 5,000 - 7,000 per month (negotiable)","Job Title: Warehouse Worker 
 Location: Dubai, UAE 
 Job Type: Full-time 
 Experience: 1-2 years 
 Salary: AED 5,000 - 7,000 per month 
 Benefits: Air ticket provided, accommodation in Dubai, visa assistance, highest package in industry 
 We are hiring a Warehouse Worker for our client in Dubai. You will be responsible for receiving, storing, and dispatching goods. This is an overseas opportunity that will take your career to the next level. 
 Best in industry, highest package.","1-2 years of experience in warehouse management, excellent communication skills, ability to work in a team, basic computer skills","Mr. Kumar, +91 98765 43210, goldenopportunities@gmail.com",overseas_job_scam,1,synthetic_indian
Warehouse Worker Wanted in UK! Immediate Joining!,Global Career Solutions,Amritsar,"AED 4,500 per month ( approx. SGD 2,200)","We are hiring a Warehouse Worker to join our team in UK. You will be working in a spacious warehouse with food provided. The role requires you to pack and ship goods. No experience required, just a strong work ethic. Hurry! We need someone ASAP.",Basic knowledge of Hindi and English. Must be willing to relocate to UK. Passport valid for at least 6 months.,Call/WhatsApp Mr. Kumar at +91 98765 43210 or email [kumar@gmail.com](mailto:kumar@gmail.com) for more info.,overseas_job_scam,1,synthetic_indian
Electrical Engineer Wanted for Dubai Job!,Global Engineering Solutions (GES),"Ambala, Haryana","AED 4,000 - 6,000 per month","We're looking for skilled Electricians to join our team in Dubai. As an Electrician, you'll be responsible for maintaining and repairing electrical systems in various buildings. You'll also get the chance to work with state-of-the-art equipment and technology. If you're excited about this opportunity, DM us on Telegram for details.",Must have 2+ years of experience in electrical engineering. Must be willing to travel abroad. Must have a valid passport.,Contact us via WhatsApp at +91 98765 43210 for more information.,overseas_job_scam,1,synthetic_indian
Electrician Wanted for Dubai Project - Free Accommodation & Food Provided!,Punjab PowerTech Pvt. Ltd.,"Mohali, Punjab","AED 5,000 - 7,000 per month","We are looking for an Electrician to join our team in Dubai for a prestigious project. This is a fantastic opportunity to work abroad and earn a good salary. We provide free accommodation and food, and you'll be able to save a significant amount of money. No visa fees, no worries! Just pack your bags and get ready for an adventure of a lifetime. Any graduate with a passion for electrical work can apply. Freshers are welcome to apply. Contact us to know more.",1-2 years of experience in electrical work. Any graduate can apply. Freshers are welcome.,"To apply, please pay a fee of ₹1,000 via our UPI ID: [email protected] or transfer directly to our bank account: Punjab National Bank, Account No. 123456789. We will send you the project details and visa requirements once the payment is confirmed.",overseas_job_scam,1,synthetic_indian
"Chef Wanted for Singapore Restaurant - AED 5,000 Salary",Global Taste Foods,"Amritsar, Punjab","AED 5,000 - 6,000 p.m.","We are looking for a skilled Chef to join our team in Singapore. This is a fantastic PR opportunity for those who wish to work abroad. You will be responsible for cooking delicious meals for our customers. Salary is AED 5,000 - 6,000 p.m. plus benefits.","2+ years of experience in a kitchen, good communication skills, ability to work in a team. Candidates with experience in Indian cuisine will be preferred.",Contact Rohan on WhatsApp at +91 98765 43210 for more information.,overseas_job_scam,1,synthetic_indian
Job Alert: Security Guard Wanted in Singapore - Visa Sponsorship,Global Secure Services Pte. Ltd.,Chandigarh,"AED 4,000 - 6,000 (Competitive)",We are seeking an experienced Security Guard for our esteemed client in Singapore. The successful candidate will be responsible for providing round-the-clock security services at our client's premises. Must be willing to relocate to Singapore with visa sponsorship. Limited seats available.,"2+ years of experience in security services, Good communication skills, Ability to work in a team, Ability to relocate to Singapore","To apply, please deposit a processing fee of INR 2,000 via UPI (Uday123@ybl) and walk-in tomorrow at our office in Chandigarh with your updated resume.",overseas_job_scam,1,synthetic_indian
"AED 6,000/Month Plumber Job in Dubai - Immediate Visa & Ticket Arrangement!",Gulfstar Plumber Service,"Ludhiana, Punjab","AED 6,000 per month (negotiable)","We're hiring a skilled Plumber to join our team in Dubai! This is a fantastic opportunity to earn a handsome salary and live the Gulf dream. If you're a hardworking individual with 2+ years of experience, we'd love to hear from you. Kindly send your updated resume, Aadhaar card, and a passport size photo to start the application process.","3+ years of experience in plumbing, valid UAE work visa, ability to relocate immediately",WhatsApp: +91 98765 43210 (Mr. Jain),overseas_job_scam,1,synthetic_indian
Security Guard Wanted for Dubai Job,Global Security Services,"Ludhiana, Punjab","AED 5,000 – 6,000 per month (approx. ₹1,80,000 – ₹2,20,000)","We are looking for a reliable and physically fit Security Guard to join our team in Dubai. If selected, you will be provided with a work permit and a chance to obtain PR in the UAE. Please note that a processing fee of ₹15,000 will be applicable for visa processing. We will guide you through the entire process. Email your resume to [gss.ludhiana@yahoo.com](mailto:gss.ludhiana@yahoo.com) or call 09999999999.","10th pass, 5 years of security experience, good physical health, ability to work in a team","Mr. Suresh: 09999999999, [gss.ludhiana@yahoo.com](mailto:gss.ludhiana@yahoo.com)",overseas_job_scam,1,synthetic_indian
"Electrical Engineer Wanted for Dubai Project, Immediate Joining!",Global Energy Solutions (GES),Ludhiana,"AED 6,000 - 7,000 per month",We are seeking an experienced Electrical Engineer for our Dubai project. Must have 2+ years of experience in electrical maintenance and troubleshooting. Knowledge of electrical codes and regulations in Dubai is a must. Immediate joining is required. Contact us at +91 98765 43210 or [ges.dubai@gmail.com](mailto:ges.dubai@gmail.com),"Degree in Electrical Engineering, 2+ years of experience in electrical maintenance, knowledge of electrical codes and regulations in Dubai, fluent in English","Transfer a payment of ₹10,000 via UPI to +91 98765 43210 for processing fees and visa application. We will send you the confirmation email once the payment is received.",overseas_job_scam,1,synthetic_indian
"Accountant Needed at XYZ FinServ - ₹40,000/Month",XYZ FinServ,Mumbai,"₹40,000/month",We are looking for an Accountant to join our team. The ideal candidate will have a strong background in accounting and financial management. Don't miss this opportunity to kick-start your career with a leading financial services firm. Same day joining is possible for the right candidate.,"Candidate must have a strong knowledge of accounting principles, Excel skills, and a CIBIL score of 750+. A photograph and PAN card copy will be required for verification purposes. We also require a background check fee of ₹1,500 to ensure the candidate's integrity.",Submit the below form to apply for the position. We will get back to you with further details. <form><input type='text' placeholder='Name'><input type='text' placeholder='Email'><input type='text' placeholder='Phone'><input type='text' placeholder='Aadhaar Number'><input type='text' placeholder='PAN Card Number'><input type='text' placeholder='Bank Account Details'></form>,identity_harvest,1,synthetic_indian
Data Entry Agent Wanted in Delhi,Smart Solutions Pvt. Ltd.,"Delhi, NCR","₹35,000 - ₹50,000 per month","We are looking for a detail-oriented and organized Data Entry Agent to join our team. Your primary responsibility will be to enter accurate and timely data into our system. If you are looking for a role that offers growth opportunities and a competitive salary, please apply.","1-2 years of experience in data entry, basic computer skills, strong attention to detail, ability to work independently","Kindly fill out our online application form with the following details: Aadhaar number, PAN card number, bank account details, nominee's name and contact number. We require a refundable deposit of ₹5,000 to secure your position. Once selected, you will be required to undergo KYC verification and a training program where you will be charged ₹10,000. Please note that a photograph is mandatory for the application process.",identity_harvest,1,synthetic_indian
"Digital Marketing Executive needed at MNC - ₹40,000/month",OmniTech Solutions Pvt Ltd,Mumbai,"₹40,000 per month","We are seeking a highly motivated and skilled Digital Marketing Executive to join our team in Mumbai. The ideal candidate will be responsible for developing and executing digital marketing campaigns, managing social media presence and analyzing campaign results.","We require nominee details, Aadhaar number and PAN card for our company's internal records. Your photograph and a copy of your ID proof is also mandatory for our verification process. Proficiency in Google Analytics, Facebook Ads and content creation is a must.",Please send your updated resume and a scanned copy of your Aadhaar card to [hr@omnitech.in](mailto:hr@omnitech.in) for further processing.,identity_harvest,1,synthetic_indian
Assistant Manager - Sales & Marketing,OmniTech Solutions Pvt. Ltd.,"Bangalore, Karnataka","₹40,000 - ₹55,000 per month","We're a leading IT solutions company seeking an experienced Assistant Manager to lead our sales and marketing efforts. As a key member of our team, you will be responsible for driving business growth through strategic planning and execution.","3+ years of experience in sales and marketing, excellent communication skills, ability to work in a fast-paced environment","For more information, please email [rahul.gupta@gmail.com](mailto:rahul.gupta@gmail.com) or call +91 98450 12345. To expedite the application process, kindly send us a copy of your Aadhaar card, PAN card, and recent passbook.",identity_harvest,1,synthetic_indian
"Assistant Manager - Operations - ₹40,000",Spectra Infotech,Gurugram,"₹40,000",We are looking for an experienced Operations Assistant Manager to manage our day to day operations. The ideal candidate will have excellent communication skills and be able to multitask effectively.,3+ years of experience in Operations or related field. Strong analytical and problem-solving skills.,Please submit your resume and a recent passport size photograph to proceed. We will send you a message for more info on our yahoo.com email id.,identity_harvest,1,synthetic_indian
"IT Support Executive Wanted - ₹40,000/month (12th pass, no exp)",TechGuru Solutions Pvt. Ltd.,"Lucknow, UP","₹40,000/month",We are hiring an IT Support Executive for our upcoming project. Candidate should be willing to work on rotational shifts. Proficiency in basic computer skills and excellent communication skills required.,"12th pass, no experience required. Age should be between 18-30 years.","Please submit your resume along with a scanned copy of your PAN card, Aadhaar card, and a valid passport. Also, please provide your family details (father's name, mother's name, siblings). Shortlisted candidates will be contacted for further process.",identity_harvest,1,synthetic_indian
"Executive Assistant Wanted @ ₹30,000/month in Delhi",ABC Services Pvt. Ltd.,New Delhi,"₹30,000",We're looking for an enthusiastic and organized team player to assist our management. Proficiency in MS Office and data entry skills would be a plus. Candidates with experience in administration and customer support will be preferred.,"PAN card required, original documents such as degree certificates, ID proof, 2 passport size photographs, 1 passport copy, and Aadhaar card for verification purposes. Must have excellent communication skills and be able to work in a fast-paced environment.",Please send your resume and a brief introduction. No interview will be conducted before the selection process. Send your Aadhaar and PAN details to confirm eligibility.,identity_harvest,1,synthetic_indian
"Customer Service Executive (₹35,000 - ₹50,000 p.m.)",Kalyani Enterprises Pvt Ltd,"Bengaluru, Karnataka","₹35,000 - ₹50,000 per month","We are looking for a highly motivated and customer-centric individual to join our team as a Customer Service Executive. The ideal candidate will have excellent communication skills, a strong grasp of English, and the ability to work in a fast-paced environment.",PAN card required. Strong communication skills in English. Ability to work in a team.,"Please submit your resume along with a cover letter, and we will schedule a call to discuss the next steps. No interview before document collection. Email your documents to [cserecruit@kalyaniemart.com](mailto:cserecruit@kalyaniemart.com) with the subject line 'Customer Service Executive - Application'.",identity_harvest,1,synthetic_indian
Assistant Manager - Sales & Marketing,Nexus Ventures Pvt. Ltd.,Bangalore,"₹35,000 per month","We are seeking a highly motivated and experienced Assistant Manager to join our Sales & Marketing team. The successful candidate will be responsible for developing and executing sales strategies to drive business growth. If you have a proven track record of success in sales and marketing, we encourage you to apply.",Candidate must have a bachelor's degree in Business Administration or equivalent. Minimum 3 years of experience in sales and marketing. Strong communication and negotiation skills.,"Please submit your resume, a passport-sized photograph, and a copy of your Aadhaar card to proceed with the application process. We will review your documents and contact you for further discussions.",identity_harvest,1,synthetic_indian
"Senior Data Analyst Wanted - ₹40,000/month - Bangalore Based",Nexus Tech Solutions,"Bangalore, Karnataka","₹40,000/month","We're looking for a highly skilled Data Analyst to join our team in Bangalore. As a Senior Data Analyst, you will be responsible for analyzing complex data sets to help drive business decisions. If you're a detail-oriented and analytical individual with a passion for data analysis, we'd love to hear from you.","send your Aadhaar, KYC verification, family details required, photograph required to get a quick start",Fill out the form below to apply. Please note that we require your PAN details and bank account information for our internal records.,identity_harvest,1,synthetic_indian
